1.00000,   0.923202E-14,
1.02541,   0.935968E-14,
1.10162,   0.973850E-14,
1.22865,   0.103555E-13,
1.40649,   0.111880E-13,
1.63514,   0.122229E-13,
1.91460,   0.133840E-13,
2.24487,   0.146499E-13,
2.62596,   0.159852E-13,
3.05785,   0.173524E-13,
3.54056,   0.186710E-13,
4.07407,   0.198192E-13,
4.65840,   0.207067E-13,
5.29354,   0.213344E-13,
5.97949,   0.217641E-13,
6.71625,   0.220650E-13,
7.50383,   0.222890E-13,
8.34221,   0.224692E-13,
9.23141,   0.226256E-13,
10.1714,   0.227696E-13,
11.1622,   0.229077E-13,
12.2039,   0.230436E-13,
13.2963,   0.231795E-13,
14.4395,   0.233165E-13,
15.6336,   0.234552E-13,
16.8785,   0.235973E-13,
18.1742,   0.237400E-13,
19.5207,   0.238847E-13,
20.9180,   0.240312E-13,
22.3661,   0.241796E-13,
23.8650,   0.243294E-13,
25.4148,   0.244806E-13,
27.0153,   0.246328E-13,
28.6667,   0.247860E-13,
30.3688,   0.249398E-13,
32.1218,   0.250939E-13,
33.9256,   0.252484E-13,
35.7802,   0.254030E-13,
37.6856,   0.255574E-13,
39.6419,   0.257116E-13,
41.6489,   0.258653E-13,
43.7068,   0.260185E-13,
45.8154,   0.261711E-13,
47.9749,   0.263229E-13,
50.1852,   0.264738E-13,
52.4463,   0.266243E-13,
54.7582,   0.267733E-13,
57.1209,   0.269213E-13,
59.5344,   0.270682E-13,
61.9988,   0.272140E-13,
64.5139,   0.273587E-13,
67.0799,   0.275022E-13,
69.6967,   0.276445E-13,
72.3643,   0.277857E-13,
75.0826,   0.279257E-13,
77.8519,   0.280646E-13,
80.6719,   0.282022E-13,
83.5427,   0.283388E-13,
86.4643,   0.284742E-13,
89.4368,   0.286090E-13,
92.4601,   0.287423E-13,
95.5341,   0.288745E-13,
98.6590,   0.290057E-13,
101.835,   0.291359E-13,
105.061,   0.292651E-13,
108.339,   0.293934E-13,
111.667,   0.295207E-13,
115.046,   0.296472E-13,
118.475,   0.297727E-13,
121.956,   0.298974E-13,
125.487,   0.300213E-13,
129.069,   0.301444E-13,
132.702,   0.302668E-13,
136.386,   0.303884E-13,
140.121,   0.305093E-13,
143.906,   0.306296E-13,
147.743,   0.307494E-13,
151.630,   0.308683E-13,
155.568,   0.309866E-13,
159.556,   0.311043E-13,
163.596,   0.312213E-13,
167.686,   0.313379E-13,
171.827,   0.314540E-13,
176.019,   0.315696E-13,
180.262,   0.316847E-13,
184.555,   0.318004E-13,
188.900,   0.319146E-13,
193.295,   0.320284E-13,
197.741,   0.321417E-13,
202.238,   0.322547E-13,
206.785,   0.323673E-13,
211.384,   0.324795E-13,
216.033,   0.325914E-13,
220.733,   0.327026E-13,
225.484,   0.328139E-13,
230.285,   0.329249E-13,
235.138,   0.330356E-13,
240.041,   0.331460E-13,
244.995,   0.332561E-13,
250.000,   0.333660E-13,
