1.00000,   0.00000    ,
1.02541,   0.00000    ,
1.10162,   0.00000    ,
1.22865,   0.00000    ,
1.40649,   0.00000    ,
1.63514,  0.926869E-21,
1.91460,  0.136236E-20,
2.24487,  0.190238E-20,
2.62596,  0.253093E-20,
3.05785,  0.322444E-20,
3.54056,  0.393248E-20,
4.07407,  0.457907E-20,
4.65840,  0.510113E-20,
5.29354,  0.548658E-20,
5.97949,  0.576151E-20,
6.71625,  0.596090E-20,
7.50383,  0.611300E-20,
8.34221,  0.623767E-20,
9.23141,  0.635059E-20,
10.1714,  0.647123E-20,
11.1622,  0.663648E-20,
12.2039,  0.692464E-20,
13.2963,  0.749513E-20,
14.4395,  0.864573E-20,
15.6336,  0.108882E-19,
16.8785,  0.151018E-19,
18.1742,  0.224239E-19,
19.5207,  0.346485E-19,
20.9180,  0.541664E-19,
22.3661,  0.841104E-19,
23.8650,  0.128450E-18,
25.4148,  0.192068E-18,
27.0153,  0.280824E-18,
28.6667,  0.401588E-18,
30.3688,  0.562265E-18,
32.1218,  0.771793E-18,
33.9256,  0.104012E-17,
35.7802,  0.137819E-17,
37.6856,  0.179787E-17,
39.6419,  0.231191E-17,
41.6489,  0.293389E-17,
43.7068,  0.367814E-17,
45.8154,  0.455966E-17,
47.9749,  0.559407E-17,
50.1852,  0.679756E-17,
52.4463,  0.818951E-17,
54.7582,  0.978159E-17,
57.1209,  0.115939E-16,
59.5344,  0.136440E-16,
61.9988,  0.159501E-16,
64.5139,  0.185302E-16,
67.0799,  0.214027E-16,
69.6967,  0.245862E-16,
72.3643,  0.280993E-16,
75.0826,  0.319607E-16,
77.8519,  0.361891E-16,
80.6719,  0.408035E-16,
83.5427,  0.458228E-16,
86.4643,  0.512659E-16,
89.4368,  0.571509E-16,
92.4601,  0.634983E-16,
95.5341,  0.703266E-16,
98.6590,  0.776549E-16,
101.835,  0.855024E-16,
105.061,  0.938883E-16,
108.339,  0.102832E-15,
111.667,  0.112352E-15,
115.046,  0.122469E-15,
118.475,  0.133202E-15,
121.956,  0.144569E-15,
125.487,  0.156590E-15,
129.069,  0.169287E-15,
132.702,  0.182677E-15,
136.386,  0.196780E-15,
140.121,  0.211618E-15,
143.906,  0.227209E-15,
147.743,  0.243554E-15,
151.630,  0.260712E-15,
155.568,  0.278684E-15,
159.556,  0.297490E-15,
163.596,  0.317151E-15,
167.686,  0.337687E-15,
171.827,  0.359120E-15,
176.019,  0.381469E-15,
180.262,  0.404755E-15,
184.555,  0.428992E-15,
188.900,  0.454215E-15,
193.295,  0.480439E-15,
197.741,  0.507683E-15,
202.238,  0.535970E-15,
206.785,  0.565321E-15,
211.384,  0.595757E-15,
216.033,  0.627299E-15,
220.733,  0.659918E-15,
225.484,  0.693736E-15,
230.285,  0.728726E-15,
235.138,  0.764909E-15,
240.041,  0.802307E-15,
244.995,  0.840941E-15,
250.000,  0.880834E-15,
